Obs#,Time,Date,configName,configAuthor,remark,Column,Row,Treatment,gsw,gbw,gtw,E_apparent,VPcham,VPref,VPleaf,VPDleaf,H2O_r,H2O_s,H2O_leaf,leaf_area,flashID,Fo,Fm,Fv/Fm,Fs,Fm',PhiPS2,PS2/1,abs,ETR,rh_s,rh_r,Tref,Tleaf,P_atm,flow,flow_s,leak_pct,Qamb,batt,pitch,roll,heading,angle_inc_leaf,direct_pct,slope_leaf,az_leaf,dec_solar,az_solar,zenith_solar,gps_time,gps_date,latitude,longitude,altitude,gps_sats,gps_HDOP,match_time,match_date,rh_adj,gsw1sec,gsw2sec,gsw4sec,flr1sec,flr2sec,flr4sec,auto,flow_set,gsw_limit,gsw_period,dark,flash_type,flash_intensity,modrate,flr_limit,flr_period,P1_dur,P2_dur,P3_dur,P1_Fmax,P2_ramp,P2_slp,P3_Fmax,P3_Pred,P3_DeltaF,v_humA,v_humB,v_flowIn,v_flowOut,v_temp,v_irt,v_pres,v_par,v_F,i_LED,b_rhr,m_rhr,span_rhr,b_rhs,m_rhs,span_rhs,z_flowIn,z_flowOut,z_quantum,z_flr,flashId,lciSerNum,lcpSerNum,lcfSerNum,lcrhSerNum,version,configUpdatedAt
170,13:16:04,5/3/2024,TIM2024,Zach Peagler,,7,8,Liquid,0.236341,2.921001,0.21865,2.120573,2.612982,2.555955,3.533106,0.920124,26.095558,26.677782,36.07198,0.441786,PSF-01133_20240503131604,0,0,0,121.834877,450.792419,0.729732,0.5,0.8,84.344589,75.15,73.51,26.51,26.78,97.95,156.6,155,1,289,3.729,-3,-1,144,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,13:14:09,5/3/2024,-1.86,0.01,0.09,0.062,0.137,0.269,-0.863,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.52449,2.44272,1.688831,0.950183,0.256823,0.004916,0.136164,0.364351,121.834877,0.000348,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240503131604,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
171,13:16:10,5/3/2024,TIM2024,Zach Peagler,,7,9,CBG,0.089771,2.922821,0.087096,1.03916,2.572315,2.544398,3.703493,1.131178,25.977421,26.262444,37.811382,0.441786,PSF-01133_20240503131610,0,0,0,146.519424,434.835785,0.663046,0.5,0.8,76.192612,73.78,72.98,26.55,27.58,97.95,156.8,154.7,1.4,287,3.728,-4,0,145,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,13:14:09,5/3/2024,-1.86,0.02,0.002,-9999,0.193,-0.842,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.523738,2.440969,1.690793,0.949365,0.256358,0.013858,0.136789,0.362862,144.636871,0.000361,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240503131610,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
172,13:16:17,5/3/2024,TIM2024,Zach Peagler,,7,10,CG,0.185851,2.921754,0.174736,1.917561,2.611076,2.559536,3.651621,1.040545,26.131052,26.657234,37.28046,0.441786,PSF-01133_20240503131617,0,0,0,121.940735,422.855988,0.711626,0.5,0.8,73.399849,74.61,73.14,26.62,27.34,97.95,156.7,154.1,1.7,258,3.729,-15,3,147,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,13:14:09,5/3/2024,-1.86,0.004,0.007,0.026,7.58,4.035,0.811,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.523952,2.442022,1.689641,0.947689,0.255719,0.010265,0.137662,0.33672,121.940735,0.00036,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240503131617,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
173,13:16:23,5/3/2024,TIM2024,Zach Peagler,,7,11,Control,0.249315,2.921223,0.22971,2.439704,2.633972,2.568388,3.64095,1.006978,26.221548,26.891127,37.171707,0.441786,PSF-01133_20240503131623,0,0,0,119.623306,426.574951,0.719573,0.5,0.8,33.830238,75.09,73.22,26.66,27.29,97.95,156.6,154.9,1.1,118,3.729,-9,5,166,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,13:14:09,5/3/2024,-1.86,0.108,0.11,-9999,0.015,-1.926,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.52405,2.442617,1.689069,0.949875,0.255303,0.009192,0.138225,0.212039,2.16794,0.000361,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240503131623,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
174,13:16:31,5/3/2024,TIM2024,Zach Peagler,,7,12,Liquid,0.296205,2.921602,0.268938,2.63641,2.66088,2.590051,3.590411,0.929531,26.443523,27.166668,36.65686,0.441786,PSF-01133_20240503131631,0,0,0,118.755341,437.900299,0.728807,0.5,0.8,40.630901,75.58,73.57,26.72,27.05,97.95,156.7,155,1.1,139,3.729,-19,5,190,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,13:14:09,5/3/2024,-1.86,-0.001,-0.036,0.176,117.509,58.807,28.676,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.524526,2.443233,1.689478,0.950058,0.254676,0.005653,0.139106,0.231443,118.755341,0.000364,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240503131631,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
175,13:16:38,5/3/2024,TIM2024,Zach Peagler,,8,1,Liquid,0.169747,2.921555,0.160426,1.827409,2.628546,2.579431,3.708194,1.079648,26.334297,26.835728,37.858223,0.441786,PSF-01133_20240503131638,0,0,0,141.894943,403.497925,0.648338,0.5,0.8,42.684372,74.4,73.01,26.78,27.6,97.95,156.7,154.8,1.2,165,3.729,-3,8,174,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,13:14:09,5/3/2024,-1.86,-0.037,-0.028,0.038,0.353,0.313,-1.228,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.523727,2.441717,1.689427,0.949735,0.254071,0.011457,0.139983,0.253849,141.894943,0.000358,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240503131638,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
176,13:16:49,5/3/2024,TIM2024,Zach Peagler,,8,2,CBG,0.188867,2.921764,0.1774,2.098453,2.625359,2.568966,3.746329,1.12097,26.227118,26.802847,38.247063,0.441786,PSF-01133_20240503131649,0,0,0,148.409851,417.775146,0.644761,0.5,0.8,74.454636,73.94,72.35,26.86,27.78,97.95,156.7,155,1.1,289,3.728,-1,2,89,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,13:14:09,5/3/2024,-1.86,-0.012,-0.003,-0.036,0.156,0.237,0.201,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.52279,2.44112,1.689652,0.950049,0.253224,0.012544,0.141236,0.364113,148.409851,0.000359,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240503131649,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
177,13:16:54,5/3/2024,TIM2024,Zach Peagler,,8,3,CG,0.170243,2.922496,0.160872,1.752556,2.632926,2.58586,3.665697,1.032772,26.399725,26.880236,37.424072,0.441786,PSF-01133_20240503131654,0,0,0,127.07412,423.496124,0.69994,0.5,0.8,39.776138,73.97,72.65,26.91,27.41,97.95,156.8,154.6,1.4,142,3.728,0,5,133,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,13:14:09,5/3/2024,-1.86,0.055,-9999,-9999,0.214,-9999,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.523195,2.44115,1.690441,0.949214,0.2528,0.007637,0.141783,0.233838,127.07412,0.000362,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240503131654,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
178,13:17:01,5/3/2024,TIM2024,Zach Peagler,,8,4,Control,0.270958,2.92099,0.247957,2.451721,2.666603,2.600702,3.604146,0.937543,26.55003,27.222803,36.793987,0.441786,PSF-01133_20240503131701,0,0,0,124.343636,444.234253,0.720094,0.5,0.8,38.573662,74.71,72.86,26.95,27.12,97.95,156.6,154.9,1.1,134,3.727,5,-8,146,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,13:14:09,5/3/2024,-1.86,0.038,0.025,-9999,120.085,60.474,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.523479,2.442077,1.688819,0.949975,0.252316,0.003659,0.14246,0.226596,124.343636,0.000371,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240503131701,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
179,13:17:07,5/3/2024,TIM2024,Zach Peagler,,8,5,Liquid,0.185363,2.920533,0.174301,1.814488,2.609339,2.56052,3.596734,0.987395,26.14036,26.63875,36.719074,0.441786,PSF-01133_20240503131707,0,0,0,121.602058,400.05899,0.69604,0.5,0.8,38.149891,72.92,71.55,27,27.08,97.95,156.6,153.1,2.2,137,3.727,0,-2,138,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,13:14:09,5/3/2024,-1.86,-0.002,-0.041,-9999,0.264,0.731,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.521635,2.439788,1.688327,0.945205,0.251883,0.002736,0.143069,0.229355,121.602058,0.000365,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240503131707,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
180,13:17:14,5/3/2024,TIM2024,Zach Peagler,,8,6,CBG,0.091806,2.921187,0.089009,0.928267,2.581386,2.556416,3.570876,0.98949,26.097731,26.352642,36.45406,0.441786,PSF-01133_20240503131714,0,0,0,124.108673,420.867218,0.705112,0.5,0.8,37.261036,71.89,71.2,27.05,26.96,97.96,156.6,154.5,1.3,132,3.727,0,0,139,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,13:14:09,5/3/2024,-1.86,0.002,-0.075,-0.069,0.342,0.314,-0.328,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.521127,2.438476,1.689031,0.948912,0.251315,0.00062,0.143934,0.224989,124.108673,0.000364,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240503131714,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
181,13:17:21,5/3/2024,TIM2024,Zach Peagler,,8,8,CG,0.134049,2.922345,0.128169,1.341935,2.591044,2.554983,3.584303,0.993259,26.0833,26.451435,36.591419,0.441786,PSF-01133_20240503131721,0,0,0,117.378113,397.30954,0.704568,0.5,0.8,37.914352,71.97,70.96,27.1,27.02,97.95,156.8,154.2,1.6,135,3.727,-4,0,135,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,13:14:09,5/3/2024,-1.86,0.016,-0.033,-9999,0.082,-0.843,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.520788,2.438559,1.690278,0.948073,0.25085,0.000822,0.144614,0.227139,117.378113,0.00036,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240503131721,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
182,13:17:29,5/3/2024,TIM2024,Zach Peagler,,8,9,Liquid,0.132798,2.920547,0.127022,1.312789,2.619999,2.584681,3.600264,0.980265,26.385599,26.746143,36.753136,0.441786,PSF-01133_20240503131729,0,0,0,115.766998,405.156616,0.714266,0.5,0.8,36.73568,72.51,71.53,27.16,27.1,97.96,156.6,154.6,1.2,129,3.728,-12,-3,147,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,13:14:09,5/3/2024,-1.86,0.006,-0.005,-0.025,-0.18,0.118,-0.415,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.521573,2.439243,1.688343,0.949136,0.250246,0.000996,0.145543,0.221851,115.766998,0.00036,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240503131729,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
183,13:17:37,5/3/2024,TIM2024,Zach Peagler,,8,10,CBG,0.12127,2.921317,0.116436,1.292026,2.595639,2.560893,3.647933,1.052295,26.143969,26.498682,37.241482,0.441786,PSF-01133_20240503131737,0,0,0,139.016754,469.093323,0.703648,0.5,0.8,90.619492,71.6,70.64,27.22,27.32,97.95,156.7,154.7,1.3,322,3.726,0,-3,149,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,13:14:09,5/3/2024,-1.86,-0.008,-0.052,-0.04,0.251,0.301,-0.847,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.520311,2.438073,1.689171,0.949287,0.24969,0.002977,0.146399,0.393677,139.016754,0.000357,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240503131737,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
184,13:17:43,5/3/2024,TIM2024,Zach Peagler,,8,11,CG,-0.005389,2.921035,-0.005399,-0.063723,2.550061,2.551776,3.669417,1.119356,26.050961,26.033453,37.460903,0.441786,PSF-01133_20240503131743,0,0,0,123.103378,437.996155,0.71894,0.5,0.8,56.862957,70.17,70.22,27.26,27.42,97.95,156.6,155,1.1,198,3.726,0,3,135,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,13:14:09,5/3/2024,-1.86,-0.043,0.038,-9999,0.16,-0.783,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.519703,2.43624,1.688868,0.950041,0.249268,0.003659,0.147014,0.283295,112.58876,0.000362,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240503131743,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
185,13:17:51,5/3/2024,TIM2024,Zach Peagler,,8,12,Control,0.027282,2.921163,0.027029,0.337491,2.578336,2.569257,3.761801,1.183466,26.229557,26.322241,38.404243,0.441786,PSF-01133_20240503131751,0,0,0,128.84938,332.292786,0.612241,0.5,0.8,41.162514,70.67,70.42,27.33,27.85,97.95,156.6,153.8,1.8,168,3.728,-10,6,159,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,13:14:09,5/3/2024,-1.86,0.006,-0.009,-0.033,2.891,0.443,1.146,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.519979,2.43687,1.689005,0.947094,0.248616,0.007914,0.147997,0.25695,128.84938,0.000362,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240503131751,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
186,10:26:01,5/6/2024,TIM2024,Zach Peagler,,1,1,Control,1.633664,2.921645,1.047785,9.311906,1.855844,1.603222,2.707209,0.851365,16.346394,18.922127,27.602615,0.441786,PSF-01133_20240506102601,0,0,0,77.926758,293.159729,0.734183,0.5,0.8,28.113855,85.39,73.76,18.77,22.33,98.08,156.7,156.5,0.1,96,3.738,-4,5,264,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,10:25:42,5/6/2024,-1.96,0.226,-0.154,0.617,0.103,1.01,-0.096,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.526547,2.457006,1.689524,0.954196,0.350104,0.041889,0.041562,0.192666,77.926758,0.000344,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240506102601,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
187,10:26:08,5/6/2024,TIM2024,Zach Peagler,,1,2,Liquid,0.890187,2.921635,0.682299,7.275234,1.819493,1.622035,2.840502,1.021008,16.537203,18.550356,28.959887,0.441786,PSF-01133_20240506102608,0,0,0,91.325996,276.79361,0.670057,0.5,0.8,23.239447,83.28,74.24,18.85,23.12,98.08,156.7,156,0.4,87,3.736,-3,3,286,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,10:25:42,5/6/2024,-1.96,-0.053,-0.018,-9999,0.612,0.433,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.527194,2.45437,1.689513,0.952905,0.348944,0.050065,0.042561,0.184647,91.325996,0.000342,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240506102608,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
188,10:26:17,5/6/2024,TIM2024,Zach Peagler,,1,3,CBG,1.300792,2.919898,0.899895,8.350979,1.890732,1.663938,2.779256,0.888525,16.964808,19.2771,28.336121,0.441786,PSF-01133_20240506102617,0,0,0,69.643021,267.571442,0.739722,0.5,0.8,25.937613,85.92,75.61,18.97,22.76,98.08,156.5,155.9,0.4,88,3.736,2,9,348,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,10:25:42,5/6/2024,-1.96,0.007,0.168,0.336,-4.463,4.202,2.132,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.529056,2.457645,1.687646,0.952407,0.34732,0.044626,0.04389,0.185494,69.643021,0.000346,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240506102617,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
189,10:26:23,5/6/2024,TIM2024,Zach Peagler,,1,4,CG,1.153921,2.922122,0.827248,7.51296,1.882555,1.678853,2.75231,0.869756,17.116175,19.192949,28.060246,0.441786,PSF-01133_20240506102623,0,0,0,68.705681,261.79718,0.737561,0.5,0.8,22.059351,85.1,75.89,19.05,22.6,98.09,156.8,155.8,0.6,75,3.736,-4,6,341,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,10:25:42,5/6/2024,-1.96,0.148,0.256,-9999,0.401,0.106,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.529417,2.456605,1.690038,0.952135,0.346136,0.041837,0.044794,0.174042,68.705681,0.000345,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240506102623,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
190,10:26:30,5/6/2024,TIM2024,Zach Peagler,,1,5,Control,0.77548,2.9219,0.612832,6.1205,1.87423,1.708252,2.830268,0.956038,17.417236,19.109541,28.857246,0.441786,PSF-01133_20240506102630,0,0,0,73.240753,261.506073,0.719927,0.5,0.8,24.896507,84.23,76.77,19.14,23.06,98.08,156.7,156.5,0.2,86,3.705,4,-1,325,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,10:25:42,5/6/2024,-1.96,0.049,0.136,-9999,0.326,0.712,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.530614,2.45551,1.689798,0.954076,0.344843,0.046088,0.045774,0.184423,73.240753,0.000345,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240506102630,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
191,10:26:38,5/6/2024,TIM2024,Zach Peagler,,1,6,Liquid,0.919077,2.921812,0.699153,6.285317,1.904131,1.733735,2.764799,0.860668,17.678234,19.415689,28.191595,0.441786,PSF-01133_20240506102638,0,0,0,72.142838,249.348877,0.710675,0.5,0.8,20.167677,84.94,77.34,19.26,22.68,98.07,156.7,156.2,0.3,71,3.735,-4,4,302,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,10:25:42,5/6/2024,-1.96,0.127,0.209,-9999,-0.017,0.262,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.531378,2.456386,1.689703,0.953389,0.343202,0.040325,0.046994,0.170642,72.142838,0.000358,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240506102638,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
192,10:26:44,5/6/2024,TIM2024,Zach Peagler,,1,7,CBG,0.809773,2.921956,0.634055,6.384779,1.944708,1.771701,2.907878,0.96317,18.064577,19.828583,29.649229,0.441786,PSF-01133_20240506102644,0,0,0,60.700893,248.998047,0.756219,0.5,0.8,24.58658,86.26,78.59,19.35,23.51,98.08,156.7,156.5,0.1,81,3.735,-6,5,288,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,10:25:42,5/6/2024,-1.96,0.167,0.321,-9999,0.135,-0.349,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.533079,2.458022,1.689859,0.954163,0.341944,0.048904,0.047881,0.179826,54.093361,0.000354,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240506102644,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
193,10:26:52,5/6/2024,TIM2024,Zach Peagler,,1,9,Control,0.754945,2.922511,0.599962,5.798936,1.938026,1.780952,2.862778,0.924752,18.158899,19.760452,29.189388,0.441786,PSF-01133_20240506102652,0,0,0,62.713264,238.799927,0.737382,0.5,0.8,29.427307,85.4,78.48,19.46,23.25,98.08,156.8,156,0.5,100,3.734,-1,4,248,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,10:25:42,5/6/2024,-1.96,0.104,0.142,-9999,0.037,0.407,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.532905,2.456927,1.690458,0.952757,0.340483,0.044719,0.04892,0.196253,62.713264,0.000351,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240506102652,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
194,10:26:58,5/6/2024,TIM2024,Zach Peagler,,1,10,Liquid,0.668294,2.923021,0.543934,5.510857,1.937239,1.78802,2.906403,0.969164,18.230131,19.75152,29.632833,0.441786,PSF-01133_20240506102658,0,0,0,69.566849,247.622253,0.719061,0.5,0.8,29.602158,84.86,78.33,19.56,23.5,98.08,156.9,156,0.5,103,3.733,-5,3,248,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,10:25:42,5/6/2024,-1.96,0.114,0.296,-9999,0.125,-0.323,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.532681,2.456248,1.691008,0.95287,0.339197,0.046554,0.049803,0.199052,69.566849,0.000346,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240506102658,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
195,10:27:04,5/6/2024,TIM2024,Zach Peagler,,1,11,CBG,0.654189,2.922692,0.534542,5.876198,1.977271,1.818186,3.027946,1.050675,18.537836,20.159834,30.87229,0.441786,PSF-01133_20240506102704,0,0,0,66.04493,244.221207,0.729569,0.5,0.8,31.150644,86.11,79.18,19.65,24.18,98.08,156.8,156,0.5,107,3.733,-5,10,218,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,10:25:42,5/6/2024,-1.96,0.14,0.052,-9999,0.142,-0.441,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.533844,2.457795,1.690653,0.952802,0.33791,0.053396,0.050671,0.20245,66.04493,0.000351,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240506102704,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
196,10:27:14,5/6/2024,TIM2024,Zach Peagler,,1,13,Control,0.812107,2.922264,0.635499,6.616096,2.009234,1.830118,3.004223,0.99499,18.65963,20.48587,30.630648,0.441786,PSF-01133_20240506102714,0,0,0,63.838364,244.019501,0.738388,0.5,0.8,28.48173,86.69,78.96,19.8,24.05,98.08,156.8,156.2,0.4,96,3.733,0,0,201,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,10:25:42,5/6/2024,-1.96,0.122,-0.125,-0.091,2.276,1.493,0.809,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.533513,2.458504,1.690191,0.953367,0.335879,0.05018,0.052098,0.193288,63.838364,0.000349,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240506102714,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
197,10:27:33,5/6/2024,TIM2024,Zach Peagler,,2,1,CG,1.554142,2.920288,1.014329,7.201188,2.075304,1.880166,2.754505,0.679201,19.16889,21.158379,28.083046,0.441786,PSF-01133_20240506102733,0,0,0,76.851723,243.833542,0.684819,0.5,0.8,15.169355,87.93,79.67,20.09,22.61,98.08,156.5,154.6,1.2,55,3.732,-6,-4,33,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,10:25:42,5/6/2024,-1.96,0.03,0.232,0.466,0.696,0.413,0.52,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.534429,2.460026,1.688064,0.94913,0.331956,0.030338,0.054755,0.15681,76.851723,0.000347,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240506102733,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
